time,open,high,low,close
2024-05-21T09:15:00+05:30,22448.75,22495.9,22440.9,22474.75
2024-05-21T09:20:00+05:30,22474.95,22509.05,22469.35,22487.35
2024-05-21T09:25:00+05:30,22486.25,22487.45,22462.15,22470.05
2024-05-21T09:30:00+05:30,22469.4,22484.3,22465.85,22473.15
2024-05-21T09:35:00+05:30,22472.05,22480.2,22454.55,22479.95
2024-05-21T09:40:00+05:30,22479,22482.95,22464.4,22473.5
2024-05-21T09:45:00+05:30,22472.3,22483.2,22467.7,22470.4
2024-05-21T09:50:00+05:30,22469.45,22473.15,22455.1,22456.1
2024-05-21T09:55:00+05:30,22454.35,22465.75,22449,22461.6
2024-05-21T10:00:00+05:30,22461.45,22477.2,22457.4,22474.05
2024-05-21T10:05:00+05:30,22473.15,22485.75,22468.2,22468.2
2024-05-21T10:10:00+05:30,22467.8,22480.05,22465.55,22465.7
2024-05-21T10:15:00+05:30,22465.75,22471.2,22460.45,22465.7
2024-05-21T10:20:00+05:30,22464.7,22480.15,22464.6,22479.25
2024-05-21T10:25:00+05:30,22478.25,22482.75,22472.65,22479.5
2024-05-21T10:30:00+05:30,22478.6,22480.45,22464.5,22466.3
2024-05-21T10:35:00+05:30,22465.85,22469.55,22461.25,22468.2
2024-05-21T10:40:00+05:30,22467.75,22470.65,22457.8,22458.05
2024-05-21T10:45:00+05:30,22457.65,22476.15,22454.1,22475.05
2024-05-21T10:50:00+05:30,22474.55,22476.75,22468.9,22472.05
2024-05-21T10:55:00+05:30,22470.4,22482.75,22470.4,22477.95
2024-05-21T11:00:00+05:30,22478.05,22500.6,22476.8,22497.6
2024-05-21T11:05:00+05:30,22496.95,22507.75,22496.95,22501.85
2024-05-21T11:10:00+05:30,22501.35,22507.15,22497.9,22503.85
2024-05-21T11:15:00+05:30,22503.8,22512.9,22503.5,22503.75
2024-05-21T11:20:00+05:30,22503.45,22504.65,22499.45,22504.55
2024-05-21T11:25:00+05:30,22504.85,22515.25,22504.1,22512.05
2024-05-21T11:30:00+05:30,22512.15,22515.65,22501.6,22501.65
2024-05-21T11:35:00+05:30,22502.85,22508.05,22498.35,22506.85
2024-05-21T11:40:00+05:30,22507.2,22522.7,22505.55,22515.9
2024-05-21T11:45:00+05:30,22516.2,22521,22513.5,22519.05
2024-05-21T11:50:00+05:30,22519.5,22526.7,22515.75,22522.95
2024-05-21T11:55:00+05:30,22522.8,22543.7,22521.45,22537.6
2024-05-21T12:00:00+05:30,22537.9,22547.15,22530.35,22534.45
2024-05-21T12:05:00+05:30,22534.15,22537.6,22528.2,22537
2024-05-21T12:10:00+05:30,22537.65,22547.8,22535.7,22546.3
2024-05-21T12:15:00+05:30,22546.45,22549.8,22541.1,22544.7
2024-05-21T12:20:00+05:30,22545.25,22545.8,22533.95,22542.45
2024-05-21T12:25:00+05:30,22541.5,22543.05,22524.75,22530.9
2024-05-21T12:30:00+05:30,22530.85,22544.9,22530.85,22542.7
2024-05-21T12:35:00+05:30,22543.1,22551.8,22542.95,22549.05
2024-05-21T12:40:00+05:30,22548.95,22556.8,22544.3,22553.55
2024-05-21T12:45:00+05:30,22553.45,22562.1,22550.75,22557.9
2024-05-21T12:50:00+05:30,22558,22569.35,22557.2,22567.6
2024-05-21T12:55:00+05:30,22568.55,22583.7,22568.55,22582.15
2024-05-21T13:00:00+05:30,22582.1,22591.1,22571.45,22573.55
2024-05-21T13:05:00+05:30,22574.45,22577.7,22568.6,22571.8
2024-05-21T13:10:00+05:30,22572.05,22576.3,22564.05,22573.75
2024-05-21T13:15:00+05:30,22573.05,22578.5,22570.8,22573.35
2024-05-21T13:20:00+05:30,22574.15,22574.6,22543.3,22547.5
2024-05-21T13:25:00+05:30,22547,22557.65,22541.85,22554.1
2024-05-21T13:30:00+05:30,22553.6,22569.15,22553.6,22563.15
2024-05-21T13:35:00+05:30,22562.4,22565.2,22547.9,22549.55
2024-05-21T13:40:00+05:30,22549.5,22550.65,22532.2,22542.2
2024-05-21T13:45:00+05:30,22541.7,22552.9,22539.55,22549.5
2024-05-21T13:50:00+05:30,22548.95,22555.9,22542.85,22554.05
2024-05-21T13:55:00+05:30,22553.9,22554.35,22541.05,22542.95
2024-05-21T14:00:00+05:30,22543.85,22560.9,22541.65,22556.8
2024-05-21T14:05:00+05:30,22556.1,22561.4,22548.05,22549.85
2024-05-21T14:10:00+05:30,22550.5,22551.95,22531.75,22535.5
2024-05-21T14:15:00+05:30,22535.65,22543.55,22533.3,22536.3
2024-05-21T14:20:00+05:30,22535.65,22541.85,22525.75,22541.55
2024-05-21T14:25:00+05:30,22541,22546.95,22535.05,22541.1
2024-05-21T14:30:00+05:30,22540.25,22549.6,22538.6,22540.85
2024-05-21T14:35:00+05:30,22541.65,22550,22536.5,22547.5
2024-05-21T14:40:00+05:30,22547.3,22551.45,22540.8,22547.1
2024-05-21T14:45:00+05:30,22546.5,22551.85,22540,22542.7
2024-05-21T14:50:00+05:30,22542.95,22548.25,22526.4,22530.4
2024-05-21T14:55:00+05:30,22530.75,22533.4,22514.3,22516.25
2024-05-21T15:00:00+05:30,22516.05,22551,22506.15,22548.95
2024-05-21T15:05:00+05:30,22548.7,22550.65,22533.75,22536.6
2024-05-21T15:10:00+05:30,22538.65,22541.75,22525.35,22525.35
2024-05-21T15:15:00+05:30,22526.15,22530.15,22523.8,22527.65
2024-05-21T15:20:00+05:30,22527.4,22528.15,22516.85,22527
2024-05-21T15:25:00+05:30,22527.1,22528,22498.25,22507.55
2024-05-22T09:15:00+05:30,22577.4,22577.4,22535.3,22541.15
