time,open,high,low,close
2025-03-03T04:30:00+05:30,20854.7,20972.93,20854.7,20952.25
2025-03-03T04:35:00+05:30,20952.25,20999.68,20947.25,20998.5
2025-03-03T04:40:00+05:30,20998.5,20998.5,20980,20994.550000000003
2025-03-03T04:45:00+05:30,20994.550000000003,20994.550000000003,20972.800000000003,20975.050000000003
2025-03-03T04:50:00+05:30,20975.050000000003,20977.050000000003,20950.18,20961.43
2025-03-03T04:55:00+05:30,20961.43,20983.800000000003,20946.050000000003,20959.93
2025-03-03T05:00:00+05:30,20959.93,20972.800000000003,20950.300000000003,20960.800000000003
2025-03-03T05:05:00+05:30,20960.800000000003,20968.050000000003,20945.75,20953.5
2025-03-03T05:10:00+05:30,20953.5,20962.18,20940.550000000003,20953.050000000003
2025-03-03T05:15:00+05:30,20953.050000000003,20965.550000000003,20930.25,20935.18
2025-03-03T05:20:00+05:30,20935.18,20936.300000000003,20913.18,20920.68
2025-03-03T05:25:00+05:30,20920.68,20934.93,20917.800000000003,20932.050000000003
2025-03-03T05:30:00+05:30,20932.050000000003,20934.68,20890.68,20900.43
2025-03-03T05:35:00+05:30,20900.43,20909.800000000003,20887.550000000003,20905.93
2025-03-03T05:40:00+05:30,20905.93,20908.18,20861.18,20861.300000000003
2025-03-03T05:45:00+05:30,20861.300000000003,20866.800000000003,20814.550000000003,20839.300000000003
2025-03-03T05:50:00+05:30,20839.300000000003,20855.93,20838.050000000003,20846.68
2025-03-03T05:55:00+05:30,20846.68,20854.68,20839.75,20845.93
2025-03-03T06:00:00+05:30,20845.93,20853.93,20827.550000000003,20846.550000000003
2025-03-03T06:05:00+05:30,20846.550000000003,20846.550000000003,20802.25,20839.800000000003
2025-03-03T06:10:00+05:30,20839.800000000003,20858.300000000003,20835.68,20851.800000000003
2025-03-03T06:15:00+05:30,20851.800000000003,20869.300000000003,20848.050000000003,20868.68
2025-03-03T06:20:00+05:30,20868.68,20871.18,20855.050000000003,20860.050000000003
2025-03-03T06:25:00+05:30,20860.050000000003,20864.18,20836.300000000003,20848.300000000003
2025-03-03T06:30:00+05:30,20848.300000000003,20875.800000000003,20827.550000000003,20863.93
